question,answer
 توفي رجل وبنته معًا في حادثٍ واحدٍ عام 1979م، ولم يعلم أيهما مات أولًا. وقد توفي الرجل عن: زوجة، وثلاثة أبناء وأربع بنات، وولدي بنته المتوفاة معه: ابن وبنت. ولم يترك المتوفى المذكور أي وارث آخر، ولا فرع يستحق وصية واجبة غير من ذكروا. فما نصيب كل وارث ومستحق؟ ,حكم ميراث رجل وبنته توفيا معا في حادث واحد
 توفي رجل عن:أخت لأم، وإخوة أشقاء: ذكرين وثلاث إناث، وأخوين لأبذكرين. ولم يترك المتوفى المذكور أي وارث آخر غير من ذكروا ولا فرع يستحق وصية واجبة. فما نصيب كل وارث؟ ,توفي عن أخت لأم وإخوة أشقاء وأخوين لأب
 يوجد مشروع تعاوني -وفاة- يصرف لمن يخصصهم العضو المشترك في حياته وبعد وفاته مبلغ تسعة آلاف جنيه، وعندما توفي أحد الأعضاء المشتركين في المشروع، وبالرجوع إلى النموذج المخصص للصرف بعد وفاته وجد أن الوالد يستحق الدفعة الأولى، وزوجته المدونة بالإقرارتستحق الدفعة الثانية علمًا بأنه قام بطلاقها بتاريخٍ قبل تاريخ وفاته بحوالي ثلاث سنوات ولم يغير ما دون بالإقرار، علمًا بأنه أنجب منها طفلة مريضة وتعيش مع أولاده من الزوجة الثانية، والزوجةالمطلقةتزوجت وتعيش الآن في دولة عربية. فهل يجوز صرف المبلغ الدفعة الثانية إلى الابنة من الزوجة الأولى أم للزوجة المطلقة؟ ,استحقاق الزوجة بعد طلاقها في التأمين إذا كانت محددة فيه باسمها
 أوصتني أم زوجي بأن يدفع زوجي لأخواته الأربعة مبلغًا وقدره فقط أربعة آلاف دينار أردني مساواة بينهن، فقدر الله لحماتي الموت قبل سداد هذا المبلغ وأخبرت زوجي بذلك بعد وفاتها، فقال: وأنا أوصيك بأن تدفعي لكل واحدة من الأخوات الأربعة ألفي دينار كهدية منه فوق الألف الذي أوصت به أمه فيصير لكل واحدة منهن ثلاثة آلاف دينار، وشاءت إرادة الله أن يتوفى زوجي بعد شهرين من هذهالوصية. فهل أدفع لهن هذا المال بمثله أم بقيمته؟ أرجو بيان الحكم الشرعي في ذلك. ,الوصية تدفع بمثلها أم بقيمتها وقت التنفيذ
 قال السائل: أستقطع جزءًا كبيرًا من مرتبي لشراء أساور وسلاسل ذهبية لبناتي لأبيعها بعد ذلك للمعاونة في تجهيزهن عند الزواج، فهل تجب فيها زكاة؟ ,حكم زكاة مقتنيات الرجل من الذهب المصوغ
 تقدم شابٌّ لخطبتي منذ حوالي عام، وبعد الخطبة بأربعة أشهر بدأت أشعر بعدم رغبة في الزواج منه، وصارحته بذلك ولكنه أصرَّ على عدم الابتعاد، ثم رددت له الذهب الذي كان قدمه كهدية لي في الخطبة، فأخذ يُفاوض ويُماطِل وأَرْجَع الذهب مرة أخرى، وبعد وقت قصير رددت الذهب مرة ثانية وأعاده بنفس الطريقة للمرة الثانية، ثم رددته له مرة ثالثة فردَّه إخوتُه للمرة الثالثة، وطلبت منه أن يأخذ ذَهَبَهُ فلم يرسل لأخذه، وظللت أطلب منه أن يأخذ ذهبه طيلة أربعة أيام، وفي اليوم الخامس وعندما رجعت من عملي وجدت باب الشقة قد كُسِر والذهب قد سُرِق! وقمت بعمل الإجراءات اللازمة ولا فائدة، ولم أحصل على الذهب حتى الآن. والوضع الآن بين اختيارين: الأول: أن أتزوجه مكرهة لأنني لا أملك قيمة الذهب والتي تُقدَّر بعشرة آلاف جنيه. الثاني: أن أعطيه ماله قيمة الذهب المسروق، والله يشهد أنني لا أملك رُبع هذا المبلغ، لا سيما وأنني أسكن في الريف وكل الناس أجمعوا على أنني مُلزَمة برد هذا المال.كما أنني أسأل فضيلتكم: هل يجوز لأمي أن تُكرهني على الزواج من رجل لا أريد الزواج منه وأشعر تجاهه بنفور شديد؟ أرجو من فضيلتكم بيان الحكم الشرعي. ,ضمان الشبكة وإجبار البنت على الزواج
 ما حكم ما ينادي به بعض الجماعات المتشددة من وجوب قصر التعليم على العلوم الشرعية دون غيرها، ومنع تعليم البنات بدعوى الاختلاط بالذكور؟ ,الاقتصار على العلوم الشرعية والاختلاط في التعليم
 كنت أسير في يمين الطريق بسرعة من 65 إلى 70 كم/ساعة، وهي السرعة القانونية والمعتادة على الطريق الدائري، وهذا طريق غير مصرح بسير المشاة فيه، وكان أمامي حافلة ميني باص ركاب، وأعطاني سائق الحافلة إستوب مكابح فجأة، فظننت أن الحافلة سوف تقف فنظرت إلى اليسار فوجدته خاليًا فأعطيت إشارة شمال وأخذت الطريق لتفادي الحافلة، وبينما أنا كذلك فوجئت بولد ينطلق بسرعة عالية من أمام الحافلة وإذا هو أمام سيارتي مباشرة فقمت باستعمال آلة التنبيه مع إيقاف السيارة نهائيًّا، ومع ذلك لقرب الولد من السيارة ارتطم بمقدمة السيارة فسقط على الأرض مغشيًّا عليه، فقمت بإبلاغ الشرطة وطلبت الإسعاف لنقله إلى المستشفى، وقمت بتسليم نفسي إلى الشرطة، فحضرت الإسعاف والشرطة، وقامت الإسعاف بنقل المصاب وقامت الشرطة بعمل محضر رسمي، وتوفي الولد خلال ثمانٍ وأربعين ساعة، فهل عليَّ دية لأهل المتوفى؟ وما قدرها؟ وما هي المسؤولية على الشركة التابع لها السائق؟ ,على من تكون دية القتل الخطأ
 ما حكم بيع اللايكات؛ فقد انتشر بيع اللايكات (الإعجابات) على مواقع التواصل الاجتماعي حتى إنه أنشئت شركات للترويج تعمل خصيصًا في هذا المجال، وهذه الشركات المروِّجة لهذه الأشياء تحدِّد الأسعار في بيعها بناءً على الكَمِّ؛ وهو العدد الذي يُستَهدَفُ وصول الإعلان إليه، فيكون -مثلًا- شراء (1000 متابِعٍ) بسعر (0.5) دولار، وهكذا؛ إذْ كلما زاد العدد زادت ثقة الناس فيما يُروَّج له؛ فما حكم هذه المعاملة؟ ,حكم بيع اللايكات
 يعتري الخاطبَ حالةٌ من الغيرة الزائدة والشك المفرط وقلة الثقة في المخطوبة دون مبررٍ حقيقيٍّ لذلك، مما يدفعه إلى التجسس على مكالماتها الهاتفية، أو التفتيش في مراسلاتها ومحادثاتها الإلكترونية، وأجهزة الاتصال الخاصة بها، وفي غالب الأحوال يترتب على مثل هذا السلوك فشل الخطبة وعدم إتمام الزواج. فما حكم الدين في ذلك؟ ,تجسس الخاطب على مخطوبته
 ما حكم اللجوء لترك مسافات قصيرة في بعض أماكن الوقوف ومعالجة الحكم التجويدي عندها؟ ,حكم وضع مسافات في المصحف عند أماكن الوقوف
 هل لي الحق في منع شخص من أصهاري يتسبب في فتنة في بيتي ومشكلات بين أهل بيتي من دخول البيت؟ ,حكم منع من يتسبب في إثارة الفتن من دخول البيت
 ما مدى مشروعية أن تكون لي الوصاية على طفلة قاصرة يتيمة تم التعاقد على رعايتها بموجب عقد مبرم بيني وبين مديرية الشؤون الاجتماعية؟ علمًا بأنه قد سبق التصريح لي بإضافة اسم عائلتي لاسم هذه الطفلة، وتم استخراج شهادة ميلاد جديدة لها بعد إضافة اسم عائلتي لاسمها الثلاثي، مع العلم أن الجهة المتعاقد معها وهي جهة حكومية لا تمانع في استصدار قرار وصاية لي. ,وصاية على يتيمة بعقد رسمي وإضافة اسم العائلة لليتيمة
